cell	cell_x	cell_y	cell_n_transcripts	cell_density	cell_elongation	cell_area	cell_avg_confidence	cell_Celltype	Area_Cluster
3819	4693.33783783784	4203.74324324324	74	0.01514	1.317	4888	0.999	T (CD4+)	3
382	1424.66935483871	2668.59677419355	124	0.03014	3.097	4114	0.9782	Smooth Muscle	1
3820	5355.41525423729	3442	118	0.01875	2.369	6292	0.9503	Enterocyte (Top Villus)	4
3821	4799.11504424779	4081.1592920354	113	0.02496	1.457	4527	0.9982	Macrophage + DC	3
3822	1353.21739130435	7575.36956521739	46	0.008422	2.317	5462	0.9803	Stromal	1
3823	2217.33579335793	6710.70110701107	271	0.03141	1.118	8628	0.9997	Stem + TA	2
3824	2131.5	6766.925	40	0.02008	2.913	1992	0.997	Stromal	2
3825	3253.62931034483	5641.86206896552	116	0.01775	3.636	6535	1	Enterocyte (Mid Villus)	4
3826	4665.77551020408	4307.34693877551	147	0.01927	2.685	7629	0.997	B (Follicular, Circulating)	3
3827	3450.91935483871	5466.45967741936	124	0.0197	1.612	6295	1	Enterocyte (Mid Villus)	4
3828	4942.51737451737	3927.68725868726	518	0.0481	2.383	10770	1	Enterocyte (Mid Villus)	4
3829	1067.0985915493	7895.15492957746	71	0.01138	1.283	6237	0.9087	Smooth Muscle	1
383	2461.66666666667	1617.75	12	0.01734	13.84	692	0.8294	Telocyte	3
3830	4901.91666666667	4007.15909090909	132	0.02353	3.602	5610	0.9822	Macrophage + DC	3
3831	3300.5	5717.5	14	0.01383	6.54	1012	1	Enterocyte (Mid Villus)	4
3832	1653.9037037037	7256.07407407407	135	0.0242	1.523	5578	0.9996	Stromal	2
3833	4167.55	4767.59722222222	360	0.04599	2.215	7827	0.9984	Enterocyte (Mid Villus)	4
3834	4087.27272727273	4894.27272727273	11	0.007432	5.505	1480	1	Enterocyte (Mid Villus)	4
3835	4107.825	4785.6	40	0.0198	3.274	2020	0.9999	Goblet	4
3836	5371.10396039604	3546.46534653465	202	0.02273	1.978	8886	0.9938	Enterocyte (Top Villus)	4
3837	3249.9375	5685.96875	160	0.01962	3.212	8157	1	Enterocyte (Mid Villus)	4
3838	1334.21428571429	7546.97142857143	70	0.01188	2.272	5894	0.9422	Smooth Muscle	1
3839	1576.40336134454	7300.42857142857	119	0.02833	1.498	4200	0.988	Stromal	3
384	3919.16783216783	147.51048951049	143	0.01922	1.425	7442	0.9715	Enterocyte (Bottom Villus)	2
3840	880.943925233645	8038.36448598131	214	0.02411	2.888	8875	0.9974	ICC	1
3841	2790.60135135135	6149.9527027027	148	0.02356	2.481	6281	1	Enterocyte (Bottom Villus)	2
3842	5024.00743494424	3918.53531598513	269	0.03436	1.934	7829	1	Enterocyte (Mid Villus)	
3843	2618.64	6207.8	50	0.01286	2.022	3887	0.944	B (Plasma)	2
3844	2049.59433962264	6810.44339622641	106	0.02145	2.574	4942	0.964	Stromal	2
3845	1887.36734693878	6962.24489795918	49	0.01182	1.821	4146	0.9926	Paneth	2
3846	1900.92307692308	6987.36538461538	52	0.01743	2.104	2984	1	Paneth	2
3847	5614.20754716981	3301.24528301887	53	0.02204	5.342	2405	1	Enterocyte (Top Villus)	4
3849	4376.2602739726	4511.19178082192	146	0.02074	1.603	7040	1	Macrophage + DC	4
385	2930.2009569378	1206.84210526316	209	0.01677	1.598	12460	0.9999	Stem + TA	2
3850	3407.58064516129	5536.8064516129	31	0.02516	6.853	1232	1	Enterocyte (Mid Villus)	4
3851	3825.72093023256	5114.39534883721	86	0.0192	1.18	4479	0.9996	Stromal	3
3852	1601.84536082474	7369.11340206186	97	0.01504	1.552	6449	0.976	Stromal	3
3853	1752.74358974359	7187.23076923077	78	0.02492	1.577	3130	1	Stem + TA	2
3854	4504.69014084507	4387.42957746479	142	0.01465	1.851	9696	0.9912	Stromal	3
3856	2186.80434782609	6770.19565217391	46	0.0105	6.132	4382	0.9696	Stromal	3
3857	2965.03448275862	5939.44827586207	29	0.03816	2.498	760	1	Enterocyte (Bottom Villus)	2
3858	2977.81081081081	5963.16216216216	37	0.02749	3.084	1346	1	Stem + TA	2
3859	4378.24	4589.82666666667	75	0.01186	2.091	6326	0.9919	Enterocyte (Mid Villus)	4
386	2622.02380952381	1506.38095238095	42	0.0124	2.137	3386	0.9904	T (CD4+)	3
3860	4710.9173553719	4261.37190082645	121	0.02101	1.865	5759	0.9888	B (Follicular, Circulating)	3
3861	3641.80582524272	5207.56310679612	103	0.0281	2.531	3666	0.9537	T (CD4+)	3
3862	2902.55223880597	6009.65671641791	67	0.0154	2.984	4350	1	Goblet	2
3863	4505.7731092437	4466.94957983193	238	0.02423	2.384	9823	1	B (Plasma)	3
3864	2882.06153846154	6120.23076923077	130	0.01479	4.319	8788	1	Enterocyte (Bottom Villus)	2
3865	2686.18947368421	6279.55789473684	190	0.02504	2.055	7588	1	Enterocyte (Bottom Villus)	2
3866	646.909090909091	8242.18181818182	11	0.01527	2.789	720.5	0.929	Smooth Muscle	1
3867	3814.91666666667	5197.47222222222	108	0.01675	2.702	6446	0.9886	Stromal	3
3868	2324.00465116279	6596.33023255814	215	0.03729	1.207	5765	1	Goblet	2
3869	3526.04245283019	5427.46698113208	212	0.02567	2.616	8258	1	Goblet	4
387	2587.975	1511.45	40	0.02286	1.986	1750	0.9992	Telocyte	3
3870	5383.34615384615	3495.11538461538	26	0.01272	1.873	2044	1	Enterocyte (Top Villus)	4
3871	3257.70588235294	5590.76470588235	17	0.006523	4.246	2606	0.9974	Stromal	4
3872	4021.6402640264	4862.88778877888	303	0.02334	1.902	12980	1	Goblet	4
3873	4598.4262295082	4406.39344262295	61	0.01721	1.16	3544	0.9999	T (CD4+)	3
3874	1343.82170542636	7642.56589147287	129	0.02175	1.554	5930	0.9866	Stromal	1
3875	4433.95172413793	4451.84827586207	290	0.02932	2.385	9892	0.9997	B (Plasma)	3
3876	2284.9173126615	6669.62790697674	387	0.03121	1.906	12400	1	Stem + TA	2
3878	5612.17832167832	3365.24125874126	286	0.0333	2.973	8589	0.9997	Enterocyte (Top Villus)	4
3879	2573.9010989011	6386.21978021978	91	0.01953	1.332	4660	0.9995	B (Plasma)	2
388	1744.6582278481	2380.75949367089	237	0.0286	1.731	8287	0.9922	Myenteric Plexus	3
3880	3653.51034482759	5288.54482758621	145	0.01907	10.88	7602	0.9923	Endothelial	4
3881	2899.53431372549	6047.67156862745	204	0.02506	1.848	8142	0.9969	Stem + TA	2
3882	3386.59602649007	5506.03973509934	151	0.01875	1.624	8054	0.9971	Enterocyte (Mid Villus)	4
3883	5480.85	3429.55	20	0.01903	5.165	1051	1	Enterocyte (Mid Villus)	4
3884	2495.8	6448.584	125	0.01266	1.61	9870	0.9999	Stem + TA	2
3885	1837.43558282209	7037.14110429448	163	0.01304	1.843	12500	0.9883	Stem + TA	2
3886	3700.82375478927	5273.92720306513	261	0.02697	2.305	9676	0.9953	B (Plasma)	3
3887	2115.73619631902	6909.53987730061	163	0.02239	3.547	7280	1	Stem + TA	2
3888	1862.65853658537	7077.9512195122	41	0.01835	3.897	2234	0.9977	Stem + TA	2
3889	5523.28342245989	3431.1871657754	187	0.02384	2.839	7844	0.998	Enterocyte (Top Villus)	4
3890	3011.60526315789	5950.80701754386	114	0.03682	3.947	3096	1	Enterocyte (Bottom Villus)	2
3891	1713.97619047619	7205.09523809524	42	0.01685	4.598	2492	0.9908	Macrophage + DC	2
3892	4829.17112299465	4186.33155080214	187	0.0224	2.642	8348	0.9952	Macrophage + DC	3
3893	3506.19736842105	5430.3552631579	76	0.02026	1.349	3751	0.9996	Goblet	4
3894	957.483146067416	7956.66292134831	89	0.01235	1.478	7204	0.9462	Smooth Muscle	1
3895	1913.21367521368	7037.29914529915	117	0.01707	1.659	6854	0.9929	Stem + TA	2
3896	5000.49450549451	3984.35714285714	364	0.03694	2.465	9853	1	Enterocyte (Mid Villus)	4
3897	2433.377593361	6600.92116182573	241	0.0261	1.272	9232	1	Stem + TA	2
3898	2716.30416666667	6216.7	240	0.0233	2.112	10300	0.9971	Enterocyte (Bottom Villus)	2
3899	3599.11851851852	5437.8	135	0.02096	1.853	6440	1	Enterocyte (Mid Villus)	4
39	2321	357.694805194805	154	0.01793	1.966	8589	0.9787	Smooth Muscle	1
390	3875.70588235294	191.152941176471	85	0.0176	1.771	4829	1	Enterocyte (Bottom Villus)	2
3900	4364.08928571429	4581.28571428571	112	0.02581	4.077	4340	1	Enterocyte (Mid Villus)	4
3901	2866.41304347826	6025.91304347826	46	0.01014	2.531	4538	1	Goblet	2
3902	2848.57894736842	6166.47368421053	19	0.007558	2.209	2514	1	Stromal	2
3903	1398.81355932203	7520.83898305085	118	0.01575	3.531	7492	0.9676	Stromal	1
3904	5432.72727272727	3474.33766233766	77	0.01023	1.777	7526	0.9935	Enterocyte (Top Villus)	4
3905	3926.90196078431	4949.45098039216	51	0.01244	2.642	4101	0.9905	B (Plasma)	3
3906	4122.27027027027	4865.26013513513	296	0.02342	2.422	12640	1	Enterocyte (Mid Villus)	4
3907	2067.37190082645	6925.3347107438	242	0.02513	2.219	9630	0.9999	Stem + TA	2
3908	3962.18181818182	5005.34615384615	286	0.02391	1.4	11960	0.9983	B (Plasma)	3
3909	3789.57777777778	5260.42222222222	45	0.01419	2.036	3172	0.9754	Macrophage + DC	3
391	3043.05	1093.1	20	0.01183	3.006	1690	0.9693	Endothelial	2
3910	2521.77142857143	6470.68571428571	35	0.01947	3.075	1798	0.9996	Stem + TA	2
3911	3608.13245033113	5313.07947019868	151	0.01516	3.48	9960	0.9708	Pericyte	4
3912	2361.81578947368	6649.93859649123	114	0.02079	1.21	5483	1	Stem + TA	2
3913	956.830769230769	8043.92307692308	65	0.01264	2.265	5141	0.8593	Smooth Muscle	1
3914	2671.41176470588	6235.97058823529	68	0.02054	2.973	3311	1	Goblet	2
3915	1588.54545454545	7389.89090909091	55	0.01331	2.71	4132	0.9863	Stromal	3
3916	1604.3	7422.5	10	0.01617	2.945	618.5	0.9743	Stromal	3
3917	4459.21176470588	4535.05882352941	85	0.01594	1.451	5332	0.9991	Macrophage + DC	4
3918	2253	6598.82222222222	45	0.01129	3.045	3985	0.9998	Stem + TA	2
3919	4841.16030534351	4131.86259541985	131	0.02642	1.478	4958	0.9746	T (CD4+)	3
392	1493.06	2649.54	50	0.01885	1.663	2652	0.9981	Smooth Muscle	1
3920	5287.92920353982	3647.12389380531	113	0.02009	1.935	5625	0.9999	Enterocyte (Top Villus)	4
3922	3046.41052631579	5968.16842105263	95	0.02638	2.394	3601	1	Enterocyte (Bottom Villus)	2
3923	4109.93925233645	4823.57009345794	214	0.0198	3.704	10810	1	Enterocyte (Mid Villus)	4
3924	3924.18181818182	5071.16883116883	77	0.01432	2.107	5376	1	T (CD4+)	3
3925	5504.04390243902	3501.81463414634	205	0.02093	2.407	9793	0.9833	Enterocyte (Top Villus)	4
3926	4651.05769230769	4228.25	52	0.007546	1.395	6891	0.9794	T (CD4+)	3
3927	1382.39130434783	7589.60869565217	23	0.018	2.662	1278	0.9347	Smooth Muscle	1
3928	3377.17948717949	5598.76923076923	117	0.01841	2.387	6356	0.9725	Enterocyte (Mid Villus)	4
3929	3778.20754716981	5221.20754716981	106	0.01884	1.163	5626	0.9988	B (Plasma)	3
393	3767.42	306.24	50	0.01538	3.648	3252	0.98	Stem + TA	2
3930	4905.70512820513	4106.4358974359	78	0.01481	1.124	5266	1	Macrophage + DC	3
3931	854.966101694915	8140.94915254237	59	0.01114	2.86	5294	0.9375	Endothelial	3
3932	3155.02857142857	5755.48571428571	35	0.02001	3.098	1749	0.9712	Enterocyte (Mid Villus)	4
3933	3965.28125	5012.875	32	0.01935	1.984	1654	1	B (Plasma)	3
3934	2546.63076923077	6504.84615384615	65	0.0197	2.752	3299	1	Stem + TA	2
3935	2282.17857142857	6847.39285714286	28	0.008149	1.778	3436	0.9148	Stromal	3
3936	2847.90425531915	6165.94680851064	94	0.0179	1.223	5250	1	Stem + TA	2
3937	3015.90066225166	6022.94701986755	151	0.02654	1.89	5690	1	Enterocyte (Bottom Villus)	2
3938	4542.25609756098	4408.89024390244	82	0.01874	2.097	4376	0.9999	B (Plasma)	3
3939	1777.30555555556	7293.47222222222	108	0.01907	2.712	5664	0.9952	Stem + TA	2
394	1492.68181818182	2581.96590909091	88	0.02248	3.239	3914	0.9858	Smooth Muscle	1
3940	3910.21052631579	5063.56140350877	57	0.01158	1.565	4922	0.9962	Macrophage + DC	3
3941	3366.79581151832	5628.3664921466	191	0.01876	1.331	10180	1	Enterocyte (Mid Villus)	4
3942	3037.39622641509	5937.12578616352	159	0.01782	1.411	8925	0.9961	Enterocyte (Bottom Villus)	2
3943	4015.44696969697	4946.75	132	0.01855	2.377	7114	0.9986	Pericyte	4
3944	4734.31147540984	4217.24590163934	61	0.01825	2.584	3342	0.9801	Stromal	3
3945	3313.78571428571	5711	14	0.0172	2.58	814	1	Enterocyte (Mid Villus)	4
3946	1495.8904109589	7562.08219178082	73	0.01386	1.608	5267	0.9569	Macrophage + DC	3
3947	4940.24561403509	4014.17543859649	57	0.0215	2.743	2651	1	Enterocyte (Mid Villus)	4
3948	1065.22950819672	7985.44262295082	61	0.009456	1.595	6451	0.8326	Smooth Muscle	1
3949	4086.99159663866	4940.09243697479	119	0.01974	1.485	6027	0.9757	T (CD8+)	4
395	3925.98113207547	214.11320754717	53	0.01211	2.596	4376	0.9847	Enterocyte (Bottom Villus)	2
3950	1907.74803149606	7126.22047244094	127	0.01926	1.904	6593	0.9811	Stem + TA	2
3951	3665.88104089219	5391.55390334573	269	0.02229	3.086	12070	0.9946	Enterocyte (Mid Villus)	4
3952	2651.28571428571	6370.0888030888	259	0.0227	1.964	11410	0.9871	Enterocyte (Bottom Villus)	2
3953	3096.51243781095	5911.90049751244	201	0.02345	1.801	8572	0.996	Enterocyte (Bottom Villus)	2
3954	3036.47368421053	6055.57894736842	19	0.01859	5.879	1022	0.9753	Enterocyte (Bottom Villus)	2
3955	2689.27731092437	6348.87394957983	119	0.01282	2.118	9282	0.9913	Enterocyte (Bottom Villus)	2
3956	2493.2457337884	6524.55631399317	293	0.04197	1.512	6981	1	Goblet	2
3957	2793.61290322581	6230.03225806452	124	0.01778	1.743	6975	0.9998	Enterocyte (Bottom Villus)	2
3958	5344.54347826087	3621.94202898551	138	0.01953	4.53	7065	0.9978	Enterocyte (Top Villus)	4
3959	5606.13983050847	3435.18644067797	236	0.02902	1.827	8132	0.9999	Enterocyte (Top Villus)	4
396	3817.4	265.983333333333	180	0.02394	1.533	7518	1	Enterocyte (Bottom Villus)	2
3960	2295.46753246753	6734.76623376623	77	0.02165	2.724	3556	0.9972	Stem + TA	2
3961	5080.60416666667	3965.66666666667	48	0.02738	6.697	1753	1	Enterocyte (Mid Villus)	4
3962	797.913043478261	8183.47826086957	23	0.006305	1.404	3648	0.8437	Smooth Muscle	1
3963	1789.31884057971	7240.50724637681	69	0.01499	1.518	4602	0.9447	Paneth	2
3964	3106.31782945736	5878.46511627907	129	0.02141	2.464	6025	1	Goblet	2
3965	1829.34117647059	7174.27058823529	85	0.01109	2.458	7667	0.9547	Stem + TA	2
3966	2590.78888888889	6458.93333333333	90	0.02459	1.638	3660	1	Macrophage + DC	2
3967	2033.12	6998.64	25	0.01696	4.081	1474	1	Paneth	2
3968	1887.90804597701	7183.24137931035	87	0.01593	2.659	5460	0.9946	Stem + TA	2
3969	3464.76470588235	5570.29411764706	17	0.01895	2.909	897	1	Enterocyte (Mid Villus)	4
397	3740.02222222222	316.427777777778	180	0.02294	2.598	7847	0.9994	Goblet	2
3970	1505.1359223301	7553.3786407767	103	0.01525	1.184	6752	0.9488	Macrophage + DC	3
3971	5680.68376068376	3366.76068376068	117	0.02526	4.91	4632	0.9997	Enterocyte (Top Villus)	4
3972	4572.62295081967	4562	61	0.01711	1.117	3565	1	B (Plasma)	4
3973	4373.8	4677.3	70	0.02931	2.774	2388	1	Enterocyte (Mid Villus)	4
3975	4609.36216216216	4501.21621621622	185	0.0275	1.497	6727	1	B (Plasma)	3
3976	3441.55	5621.3	20	0.01376	2.707	1453	1	Enterocyte (Mid Villus)	4
3977	4242.48545454545	4831.42363636364	550	0.03592	2.613	15310	0.9997	Enterocyte (Mid Villus)	4
3978	3904.24870466321	5120.84974093264	193	0.02954	4.264	6534	0.9954	Stromal	3
3979	4737.48611111111	4322.875	72	0.02154	2.962	3342	0.985	Stromal	3
3980	3481.93063583815	5499.8901734104	173	0.01865	1.572	9274	0.9914	Enterocyte (Mid Villus)	4
3981	4156.95454545455	4891.68181818182	22	0.02487	2.637	884.5	1	Enterocyte (Mid Villus)	3
3982	5649.6231884058	3438.40579710145	69	0.01204	1.709	5732	1	Enterocyte (Top Villus)	4
3983	5412.82658959538	3612.78612716763	173	0.02298	3.611	7528	0.9984	Enterocyte (Top Villus)	4
3984	5470.87037037037	3588.14351851852	216	0.02292	4.937	9424	0.996	Enterocyte (Top Villus)	4
3985	4189.16097560976	4858.28780487805	205	0.02055	2.337	9976	1	Enterocyte (Mid Villus)	4
3986	3584.9137254902	5460.59607843137	255	0.0252	1.213	10120	0.9931	Enterocyte (Mid Villus)	4
3987	2352.82352941176	6711.77450980392	102	0.02714	1.856	3758	1	Stem + TA	2
3988	2102.21428571429	6969.04081632653	98	0.01621	3.41	6046	0.9997	Stem + TA	2
3989	4568.52892561983	4461.13223140496	121	0.01698	1.257	7124	0.9996	B (Plasma)	3
399	3117.54545454545	1036.48051948052	77	0.01788	2.266	4306	0.9957	Macrophage + DC	2
3990	4127.48214285714	4964.88392857143	112	0.0205	1.223	5464	1	Endothelial	3
3991	3456.38790035587	5582.08540925267	281	0.02699	1.526	10410	0.9947	Enterocyte (Mid Villus)	4
3992	2452.89473684211	6685.62326869806	361	0.02945	1.772	12260	0.998	Stem + TA	2
3993	2110.83076923077	6971.12307692308	65	0.0227	1.321	2864	1	Enterocyte (Bottom Villus)	2
3994	4680.33333333333	4353.47619047619	21	0.01619	2.38	1297	1	Macrophage + DC	3
3995	3299.70805369128	5761.68120805369	298	0.02649	3.193	11250	1	Enterocyte (Mid Villus)	4
3996	4415.84770114943	4707.87931034483	348	0.04169	2.113	8348	1	Enterocyte (Mid Villus)	4
3997	4387.59854014599	4656.92335766423	274	0.02171	2.364	12620	0.9983	Enterocyte (Mid Villus)	4
3998	2128.55263157895	6864.86842105263	38	0.02461	4.509	1544	0.9828	Telocyte	2
3999	4667.4212962963	4418.10185185185	216	0.02485	1.264	8692	1	B (Plasma)	3
4	2150.83974358974	40.9166666666667	156	0.01876	1.522	8314	0.9708	Smooth Muscle	1
40	2036.64814814815	640.722222222222	108	0.02076	1.096	5202	0.9638	Smooth Muscle	1
400	1653.66666666667	2368.05128205128	39	0.01384	1.825	2818	1	Myenteric Plexus	3
4000	4205.74324324324	4942.91891891892	148	0.02091	1.251	7078	1	T (CD8+)	4
4001	3993.38562091503	5092.73202614379	153	0.01835	1.156	8336	0.996	Macrophage + DC	3
4002	1334.4358974359	7773.20512820513	39	0.01178	2.72	3310	0.9756	Macrophage + DC	3
4003	2758.03937007874	6366.93700787402	254	0.02313	2.889	10980	1	Enterocyte (Bottom Villus)	2
4004	2795.49261083744	6311.66748768473	406	0.03118	2.899	13020	0.9999	Enterocyte (Bottom Villus)	2
4005	3175.80582524272	5869.68932038835	103	0.01522	1.383	6768	0.9953	Enterocyte (Bottom Villus)	2
4006	1587.75789473684	7484.22105263158	95	0.0192	2.03	4948	0.9401	Macrophage + DC	3
4007	4683.09615384615	4521.76923076923	52	0.01213	2.382	4287	0.9989	B (Plasma)	4
4008	3124.14285714286	5958.28571428571	14	0.0282	3.248	496.5	1	Stem + TA	2
4009	3440.04	5583.2	25	0.009874	5.227	2532	1	Enterocyte (Mid Villus)	4
401	1357.4375	2764.5	16	0.01039	2.118	1540	0.8909	Smooth Muscle	1
4010	2507.39053254438	6597.78698224852	169	0.02198	1.694	7688	0.9841	Stem + TA	2
4011	3549.1568627451	5539.77777777778	306	0.02329	1.341	13140	1	Enterocyte (Mid Villus)	4
4012	2376.93333333333	6634.64	75	0.01787	1.262	4198	1	Stem + TA	2
4013	5081.19417475728	4037.02912621359	515	0.03399	1.201	15150	1	Enterocyte (Mid Villus)	4
4014	4892.56060606061	4217.59090909091	66	0.016	3.592	4126	0.9783	B (Plasma)	3
4015	2958.32692307692	6216.11538461538	52	0.01189	2.163	4372	0.9997	Enterocyte (Bottom Villus)	2
4016	2995.01666666667	6141.25	300	0.0266	1.203	11280	0.9989	Enterocyte (Bottom Villus)	2
4017	2996.26315789474	6042.34210526316	38	0.011	1.683	3454	0.9124	Enterocyte (Bottom Villus)	2
4018	5408.93518518519	3688.88888888889	108	0.01934	7.547	5585	0.9981	Enterocyte (Top Villus)	4
4019	4070.79824561404	5026.5	114	0.01381	2.323	8252	0.9977	B (Plasma)	4
4020	2613.74820143885	6519.05755395683	139	0.0173	1.854	8034	0.9893	Macrophage + DC	2
4021	3869.88405797101	5175.15942028986	69	0.01339	1.722	5154	0.9759	Stromal	3
4022	3089.34	6012.70666666667	150	0.01919	1.227	7816	1	Goblet	2
4023	2282.76363636364	6791.05454545455	55	0.01647	2.103	3339	0.9318	Telocyte	3
4024	2391.56	6746.8	25	0.01345	3.621	1859	1	Stromal	2
4025	3767.07142857143	5374	14	0.01046	5.283	1338	0.9276	Pericyte	3
4026	2927.06989247312	6104.61827956989	186	0.0184	2.47	10110	0.9926	Enterocyte (Bottom Villus)	2
4027	2162.89781021898	6959.36496350365	137	0.02852	1.696	4804	1	Stem + TA	2
4028	4025.28057553957	5023.65467625899	139	0.01918	2.214	7246	0.9954	B (Plasma)	4
4029	3925.7264957265	5177.08547008547	117	0.02337	1.986	5006	0.9986	B (Follicular, Circulating)	3
403	4016.80555555556	70	36	0.007096	2.227	5073	0.7851	B (Plasma)	4
4030	4727.16071428571	4390.17857142857	112	0.0307	1.92	3648	1	B (Plasma)	3
4031	3236.85840707965	5754.53982300885	113	0.01135	1.519	9954	0.9993	Enterocyte (Mid Villus)	4
4032	1044.94736842105	8084.33333333333	57	0.01065	3.209	5354	0.8291	Smooth Muscle	
4033	3781.56862745098	5327.3137254902	153	0.02377	2.194	6438	0.9841	B (Plasma)	3
4034	2244.2	6920.68333333333	60	0.01524	2.344	3938	0.999	B (Follicular, Circulating)	3
4035	2066.19047619048	7010.21428571429	42	0.02122	3.37	1979	1	Stem + TA	2
4036	4989.45161290323	4061.65053763441	186	0.02787	1.435	6674	1	Enterocyte (Mid Villus)	4
4037	4640.45833333333	4461.875	24	0.03019	2.583	795	1	Stromal	3
4038	2863.75	6280.59615384615	52	0.01908	1.755	2726	1	Enterocyte (Bottom Villus)	2
4039	3250.7072243346	5825.79087452472	263	0.02729	2.797	9636	0.997	Enterocyte (Mid Villus)	4
404	2723.2	1313.60625	160	0.01411	1.437	11340	0.9835	Paneth	2
4040	4329.36328125	4831.095703125	512	0.04571	1.422	11200	1	Enterocyte (Mid Villus)	4
4041	5005.70402298851	4130.22413793103	348	0.03058	1.435	11380	0.9978	T (CD8+)	4
4042	1644.1	7470	60	0.01265	1.206	4742	0.9242	Stromal	3
4043	3264.39240506329	5917.29113924051	79	0.01403	1.69	5630	0.9844	Enterocyte (Bottom Villus)	4
4044	863.6	8251.3	20	0.01458	2.357	1372	0.92	Endothelial	3
4045	2374.39215686275	6732.47058823529	102	0.02055	2.016	4964	0.9998	Stromal	2
4046	3677.84474885845	5498.95890410959	219	0.02639	2.347	8300	0.9902	Enterocyte (Mid Villus)	4
4047	793.788461538462	8310.00961538462	104	0.01266	1.985	8218	0.9455	Smooth Muscle	1
4048	2657.40909090909	6432.09090909091	22	0.008655	2.217	2542	0.9703	Stem + TA	2
4049	2727.22666666667	6440.65333333333	375	0.03205	2.309	11700	1	Enterocyte (Bottom Villus)	2
405	2706.66037735849	1452.65094339623	106	0.01547	2.239	6854	0.9601	Endothelial	2
4050	1470.63829787234	7692.27659574468	47	0.008536	1.751	5506	0.8829	Telocyte	3
4051	1895.55555555556	7211.7037037037	54	0.01344	3.415	4018	0.9572	Paneth	2
4052	1841.57419354839	7300.0064516129	155	0.01521	2.922	10190	0.9769	Stem + TA	2
4053	3926.41472868217	5248.96124031008	258	0.02352	2.051	10970	0.9997	Stromal	3
4054	2117.66666666667	7057.50505050505	99	0.02006	1.594	4935	0.9996	Stem + TA	2
4055	3402.7	5774.3	10	0.01633	7.459	612.5	1	Enterocyte (Mid Villus)	4
4056	5497.01492537313	3680.85074626866	134	0.02186	4.074	6130	0.9897	Enterocyte (Mid Villus)	4
4057	2062.22222222222	7081.49382716049	81	0.01565	1.984	5177	0.9872	Stem + TA	2
4058	3540.02912621359	5589.30097087379	103	0.01582	1.308	6509	0.9879	Enterocyte (Mid Villus)	4
4059	3984.72727272727	5217	11	0.03216	2.46	342	0.9996	B (Follicular, Circulating)	3
406	1365.01652892562	2693.01652892562	121	0.0198	1.198	6112	0.9579	Smooth Muscle	1
4060	3606.525	5600.85	40	0.02865	1.83	1396	1	Enterocyte (Mid Villus)	4
4061	5681.09144542773	3490.90265486726	339	0.04219	1.989	8035	0.9995	Enterocyte (Top Villus)	4
4062	1536.04411764706	7642.48529411765	68	0.01203	1.491	5654	0.8197	Telocyte	3
4064	989.239726027397	8182.8698630137	146	0.009682	1.532	15080	0.8447	Smooth Muscle	1
4065	2219.95833333333	6962.5	24	0.01161	5.177	2068	0.8038	Stromal	2
4066	3342.02747252747	5840.68131868132	182	0.02477	3.212	7349	1	Enterocyte (Mid Villus)	4
4067	5695.61607142857	3418.02678571429	112	0.03436	1.144	3260	0.9999	Enterocyte (Top Villus)	4
4068	3987.14893617021	5153.59574468085	47	0.0181	1.133	2596	0.9952	Stromal	3
4069	1329.72727272727	7865.72727272727	22	0.01582	6.78	1391	0.8134	Stromal	3
407	2524.7619047619	1588.08333333333	84	0.0297	9.806	2828	0.9608	Stromal	3
4070	1976.4962962963	7215.66666666667	135	0.02028	1.363	6658	0.9999	Stem + TA	2
4071	3129.76870748299	5955.2925170068	147	0.02083	1.784	7058	1	Stem + TA	2
4072	4748.91129032258	4447.20161290323	124	0.02263	1.485	5480	0.9877	Stromal	3
4073	3905.89240506329	5312.55696202532	158	0.028	1.872	5642	1	B (Plasma)	3
4074	4819	4316.95098039216	204	0.02907	2.742	7017	0.9989	B (Plasma)	3
4075	2804.71698113208	6400.50943396226	106	0.01726	3.518	6140	1	Goblet	4
4076	4683.7	4487.45	20	0.009479	2.485	2110	0.9732	B (Plasma)	3
4077	865.428571428571	8304.04761904762	21	0.0151	2.922	1391	0.8911	Endothelial	1
4078	3625.75949367089	5541.24050632911	79	0.02246	2.655	3518	1	Goblet	4
4079	4890.52830188679	4346.71698113208	159	0.02621	2.334	6066	0.9958	B (Plasma)	3
408	2632.32432432432	1498.45945945946	37	0.01452	1.886	2549	0.938	T (CD4+)	3
4080	2188.05208333333	7017.875	192	0.02512	1.758	7644	0.9999	Stem + TA	2
4081	3329.55072463768	5850.01449275362	69	0.01068	2.172	6460	0.9999	Enterocyte (Bottom Villus)	4
4082	3091.91791044776	6094.85447761194	268	0.03437	1.776	7798	0.9975	Enterocyte (Bottom Villus)	2
4083	2910.16430020284	6243.19472616633	493	0.03036	1.419	16240	0.999	Enterocyte (Bottom Villus)	2
4084	1928.3	7255.2	10	0.02541	9.194	393.5	0.9688	Stromal	2
4085	2017.5737704918	7143.60655737705	61	0.02457	2.081	2483	0.9963	Stem + TA	2
4086	4270.72972972973	4917.81081081081	37	0.0297	2.679	1246	1	Enterocyte (Mid Villus)	4
4087	1632.37254901961	7558.37254901961	51	0.01886	8.373	2704	0.9769	Stromal	3
4088	3743.73529411765	5471.67647058824	68	0.01553	1.958	4378	0.9996	Enterocyte (Mid Villus)	4
